artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,popularity,result
Pitbull,"Give Me Everything (feat. Ne-Yo, Afrojack & Nayer) - R3hab Remix",0.748,0.86,8.0,-3.901,1.0,0.0426,0.000172,0.0757,0.155,0.161,128.974,audio_features,2b9OFAO1LqFdpzcD6VCC3k,spotify:track:2b9OFAO1LqFdpzcD6VCC3k,https://api.spotify.com/v1/tracks/2b9OFAO1LqFdpzcD6VCC3k,https://api.spotify.com/v1/audio-analysis/2b9OFAO1LqFdpzcD6VCC3k,330227.0,4.0,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",21.0,0.0
Carly Rae Jepsen,Call Me Maybe - Manhattan Clique Remix,0.682,0.705,4.0,-7.199,0.0,0.0429,0.00133,0.0983,0.605,0.79,127.992,audio_features,3dbWPsu9kLQ4Oes3Oc6hMK,spotify:track:3dbWPsu9kLQ4Oes3Oc6hMK,https://api.spotify.com/v1/tracks/3dbWPsu9kLQ4Oes3Oc6hMK,https://api.spotify.com/v1/audio-analysis/3dbWPsu9kLQ4Oes3Oc6hMK,356827.0,4.0,"['canadian pop', 'dance pop', 'electropop', 'indie poptimism', 'pop', 'post-teen pop']",42.0,0.0
Flo Rida,Club Can't Handle Me (feat. David Guetta) - Fuck Me I'm Famous Remix,0.756,0.606,0.0,-8.592,1.0,0.0621,0.069,0.488,0.0968,0.101,127.977,audio_features,2HyuNJ5DHDEqNhpeaDEHkc,spotify:track:2HyuNJ5DHDEqNhpeaDEHkc,https://api.spotify.com/v1/tracks/2HyuNJ5DHDEqNhpeaDEHkc,https://api.spotify.com/v1/audio-analysis/2HyuNJ5DHDEqNhpeaDEHkc,294543.0,4.0,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",11.0,0.0
Rihanna,We Found Love - Cahill Club,0.665,0.889,6.0,-4.257,1.0,0.0558,0.000962,0.00102,0.108,0.539,127.995,audio_features,6EqQIz5KujLpyvfcWctQBl,spotify:track:6EqQIz5KujLpyvfcWctQBl,https://api.spotify.com/v1/tracks/6EqQIz5KujLpyvfcWctQBl,https://api.spotify.com/v1/audio-analysis/6EqQIz5KujLpyvfcWctQBl,389587.0,4.0,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",20.0,0.0
Rihanna,Right Now - Dyro Club Mix,0.575,0.822,6.0,-6.728,1.0,0.119,0.00346,0.0293,0.111,0.491,130.021,audio_features,7FvIcIQHlG3rE3XqXSpMSY,spotify:track:7FvIcIQHlG3rE3XqXSpMSY,https://api.spotify.com/v1/tracks/7FvIcIQHlG3rE3XqXSpMSY,https://api.spotify.com/v1/audio-analysis/7FvIcIQHlG3rE3XqXSpMSY,245160.0,4.0,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",24.0,0.0
Black Eyed Peas,My Humps - Lil Jon Remix,0.91,0.638,1.0,-5.131,0.0,0.118,0.0224,0.000546,0.0768,0.811,124.037,audio_features,19oLADDvkMn8BfoDv70zVt,spotify:track:19oLADDvkMn8BfoDv70zVt,https://api.spotify.com/v1/tracks/19oLADDvkMn8BfoDv70zVt,https://api.spotify.com/v1/audio-analysis/19oLADDvkMn8BfoDv70zVt,224787.0,4.0,"['dance pop', 'pop', 'pop rap']",36.0,0.0
Tiësto,C'Mon (Catch 'Em by Surprise),0.713,0.955,7.0,-5.355,0.0,0.115,0.033,0.0,0.157,0.135,130.008,audio_features,2XzZZ7oibRXnnl80HPZeMV,spotify:track:2XzZZ7oibRXnnl80HPZeMV,https://api.spotify.com/v1/tracks/2XzZZ7oibRXnnl80HPZeMV,https://api.spotify.com/v1/audio-analysis/2XzZZ7oibRXnnl80HPZeMV,212827.0,4.0,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",30.0,0.0
Lana Del Rey,Ultraviolence - Hook N Sling Remix,0.676,0.869,0.0,-5.591,1.0,0.0437,0.00191,0.00465,0.711,0.437,128.004,audio_features,4pKgJ1S57N8NbfaLi0rtmj,spotify:track:4pKgJ1S57N8NbfaLi0rtmj,https://api.spotify.com/v1/tracks/4pKgJ1S57N8NbfaLi0rtmj,https://api.spotify.com/v1/audio-analysis/4pKgJ1S57N8NbfaLi0rtmj,329004.0,4.0,"['art pop', 'pop']",34.0,0.0
Maroon 5,Animals - Gryffin Remix,0.553,0.835,4.0,-6.141,0.0,0.0356,0.0198,0.000581,0.0757,0.528,100.984,audio_features,65Pt6tIzWyovMiWAAQPf37,spotify:track:65Pt6tIzWyovMiWAAQPf37,https://api.spotify.com/v1/tracks/65Pt6tIzWyovMiWAAQPf37,https://api.spotify.com/v1/audio-analysis/65Pt6tIzWyovMiWAAQPf37,319160.0,4.0,"['pop', 'pop rock']",43.0,0.0
Michael Jackson,Love Never Felt So Good - Fedde Le Grand Remix Radio Edit,0.557,0.942,5.0,-3.197,1.0,0.151,0.00527,0.00168,0.1,0.537,127.986,audio_features,1CavzSzBIn4S6FTEu0sRZF,spotify:track:1CavzSzBIn4S6FTEu0sRZF,https://api.spotify.com/v1/tracks/1CavzSzBIn4S6FTEu0sRZF,https://api.spotify.com/v1/audio-analysis/1CavzSzBIn4S6FTEu0sRZF,206176.0,4.0,"['pop', 'r&b', 'soul']",42.0,0.0
DJ Gollum,Rockstar - Radio Edit,0.731,0.904,8.0,-3.536,0.0,0.0485,0.00201,2.22e-05,0.343,0.237,127.97,audio_features,6KUmJv214gfJBmTV4HTeuQ,spotify:track:6KUmJv214gfJBmTV4HTeuQ,https://api.spotify.com/v1/tracks/6KUmJv214gfJBmTV4HTeuQ,https://api.spotify.com/v1/audio-analysis/6KUmJv214gfJBmTV4HTeuQ,207597.0,4.0,"['eurodance', 'europop', 'german dance', 'hands up', 'partyschlager']",41.0,0.0
Bodybangers,Megamix,0.824,0.919,8.0,-2.402,1.0,0.179,0.00798,2.33e-05,0.366,0.74,128.037,audio_features,2dQzFhmCuiw2ABlqUtseUO,spotify:track:2dQzFhmCuiw2ABlqUtseUO,https://api.spotify.com/v1/tracks/2dQzFhmCuiw2ABlqUtseUO,https://api.spotify.com/v1/audio-analysis/2dQzFhmCuiw2ABlqUtseUO,496875.0,4.0,"['german dance', 'pop house']",46.0,0.0
Michael Mind Project,Show Me Love - Official Festival Mix Edit,0.606,0.761,2.0,-6.378,0.0,0.0293,0.00476,0.00269,0.162,0.0915,129.974,audio_features,2r4ryc4r1Y6pMgdBJmG2Wk,spotify:track:2r4ryc4r1Y6pMgdBJmG2Wk,https://api.spotify.com/v1/tracks/2r4ryc4r1Y6pMgdBJmG2Wk,https://api.spotify.com/v1/audio-analysis/2r4ryc4r1Y6pMgdBJmG2Wk,208623.0,4.0,"['hands up', 'pop house']",42.0,0.0
Dj Laz,"Move, Shake, Drop",0.806,0.868,7.0,-3.684,1.0,0.0794,0.00493,0.0,0.157,0.597,127.938,audio_features,3rZ4v2IOSbJj5SRq3eoSox,spotify:track:3rZ4v2IOSbJj5SRq3eoSox,https://api.spotify.com/v1/tracks/3rZ4v2IOSbJj5SRq3eoSox,https://api.spotify.com/v1/audio-analysis/3rZ4v2IOSbJj5SRq3eoSox,190573.0,4.0,"['miami bass', 'miami hip hop', 'pop rap']",54.0,0.0
Missy Elliott,Lose Control (feat. Ciara & Fat Man Scoop),0.904,0.813,4.0,-7.105,0.0,0.121,0.0311,0.00697,0.0471,0.81,125.461,audio_features,0UaMYEvWZi0ZqiDOoHU3YI,spotify:track:0UaMYEvWZi0ZqiDOoHU3YI,https://api.spotify.com/v1/tracks/0UaMYEvWZi0ZqiDOoHU3YI,https://api.spotify.com/v1/audio-analysis/0UaMYEvWZi0ZqiDOoHU3YI,226864.0,4.0,"['dance pop', 'hip hop', 'hip pop', 'pop', 'pop rap', 'r&b', 'rap', 'urban contemporary', 'virginia hip hop']",68.0,0.0
The Chemical Brothers,Galvanize,0.745,0.714,7.0,-3.681,1.0,0.0751,0.0141,0.0222,0.363,0.365,104.003,audio_features,4bz7uB4edifWKJXSDxwHcs,spotify:track:4bz7uB4edifWKJXSDxwHcs,https://api.spotify.com/v1/tracks/4bz7uB4edifWKJXSDxwHcs,https://api.spotify.com/v1/audio-analysis/4bz7uB4edifWKJXSDxwHcs,393813.0,4.0,"['alternative dance', 'big beat', 'breakbeat', 'electronica', 'new rave', 'rave']",64.0,0.0
Pitbull,Freedom,0.683,0.946,2.0,-4.356,1.0,0.122,0.15,0.0,0.136,0.824,118.025,audio_features,7m2t7klcyyN0mqxVweaslO,spotify:track:7m2t7klcyyN0mqxVweaslO,https://api.spotify.com/v1/tracks/7m2t7klcyyN0mqxVweaslO,https://api.spotify.com/v1/audio-analysis/7m2t7klcyyN0mqxVweaslO,175169.0,4.0,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",72.0,0.0
Pitbull,Hotel Room Service (feat. Nicole Scherzinger) - Remix,0.78,0.747,1.0,-6.065,1.0,0.14,0.0104,0.0,0.105,0.864,125.964,audio_features,4EzYR6J0aO1mPiHm5yGTOq,spotify:track:4EzYR6J0aO1mPiHm5yGTOq,https://api.spotify.com/v1/tracks/4EzYR6J0aO1mPiHm5yGTOq,https://api.spotify.com/v1/audio-analysis/4EzYR6J0aO1mPiHm5yGTOq,227453.0,4.0,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",41.0,0.0
Flo Rida,Dirty Mind (feat. Sam Martin),0.766,0.74,5.0,-4.706,0.0,0.092,0.0565,1.49e-05,0.287,0.744,115.071,audio_features,0j2O6RH0weEh6i3YFBqfuo,spotify:track:0j2O6RH0weEh6i3YFBqfuo,https://api.spotify.com/v1/tracks/0j2O6RH0weEh6i3YFBqfuo,https://api.spotify.com/v1/audio-analysis/0j2O6RH0weEh6i3YFBqfuo,183993.0,4.0,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",47.0,0.0
M.I.A.,Paper Planes - Blaqstarr Remix,0.465,0.856,2.0,-5.82,1.0,0.277,0.0525,0.0,0.162,0.381,172.194,audio_features,7CdoiceXjPWZxjQT0q3aVV,spotify:track:7CdoiceXjPWZxjQT0q3aVV,https://api.spotify.com/v1/tracks/7CdoiceXjPWZxjQT0q3aVV,https://api.spotify.com/v1/audio-analysis/7CdoiceXjPWZxjQT0q3aVV,241600.0,4.0,"['dance pop', 'escape room', 'indietronica', 'new rave']",47.0,0.0
Rihanna,Umbrella - Seamus Haji & Paul Emanuel Club Remix,0.781,0.757,10.0,-4.064,0.0,0.0679,0.000124,0.000582,0.136,0.809,124.99,audio_features,0uWSFBbPMDLvTfgvXXOxcz,spotify:track:0uWSFBbPMDLvTfgvXXOxcz,https://api.spotify.com/v1/tracks/0uWSFBbPMDLvTfgvXXOxcz,https://api.spotify.com/v1/audio-analysis/0uWSFBbPMDLvTfgvXXOxcz,397427.0,4.0,"['barbadian pop', 'dance pop', 'pop', 'pop rap', 'urban contemporary']",24.0,0.0
50 Cent,Baby By Me (Featuring Ne-Yo),0.627,0.82,0.0,-4.698,0.0,0.0918,0.00455,0.0117,0.0243,0.353,190.092,audio_features,23NrifKtS1pQ9WAWI2SjBx,spotify:track:23NrifKtS1pQ9WAWI2SjBx,https://api.spotify.com/v1/tracks/23NrifKtS1pQ9WAWI2SjBx,https://api.spotify.com/v1/audio-analysis/23NrifKtS1pQ9WAWI2SjBx,213360.0,4.0,"['east coast hip hop', 'gangster rap', 'hip hop', 'pop rap', 'queens hip hop', 'rap']",8.0,0.0
Kanye West,Stronger,0.369,0.785,1.0,-6.269,1.0,0.2,0.00299,0.0,0.206,0.443,104.033,audio_features,24H5KPBdSvHQMRXTp12K3J,spotify:track:24H5KPBdSvHQMRXTp12K3J,https://api.spotify.com/v1/tracks/24H5KPBdSvHQMRXTp12K3J,https://api.spotify.com/v1/audio-analysis/24H5KPBdSvHQMRXTp12K3J,312893.0,4.0,"['chicago rap', 'rap']",81.0,0.0
2Pac,Still Ballin' - Nitty Remix (Explicit),0.942,0.731,2.0,-4.939,1.0,0.156,0.00903,0.0,0.0486,0.668,99.043,audio_features,66MoBnfKRXo1buooUXyEgU,spotify:track:66MoBnfKRXo1buooUXyEgU,https://api.spotify.com/v1/tracks/66MoBnfKRXo1buooUXyEgU,https://api.spotify.com/v1/audio-analysis/66MoBnfKRXo1buooUXyEgU,169600.0,4.0,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",81.0,0.0
2Pac,Wanted Dead or Alive (feat. Snoop Doggy Dogg),0.811,0.852,11.0,-6.6,0.0,0.184,0.268,1.73e-06,0.419,0.682,101.377,audio_features,2aXgs0P26Fd82xqgEC5s55,spotify:track:2aXgs0P26Fd82xqgEC5s55,https://api.spotify.com/v1/tracks/2aXgs0P26Fd82xqgEC5s55,https://api.spotify.com/v1/audio-analysis/2aXgs0P26Fd82xqgEC5s55,277000.0,4.0,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",81.0,0.0
Dr. Dre,What's The Difference,0.782,0.819,11.0,-0.158,0.0,0.251,0.252,0.0,0.133,0.725,91.824,audio_features,2Dts49OexROL2KvCK2sokf,spotify:track:2Dts49OexROL2KvCK2sokf,https://api.spotify.com/v1/tracks/2Dts49OexROL2KvCK2sokf,https://api.spotify.com/v1/audio-analysis/2Dts49OexROL2KvCK2sokf,244267.0,4.0,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",72.0,0.0
Dr. Dre,Kush - Main,0.424,0.866,7.0,-6.171,1.0,0.2,0.000859,0.000139,0.0869,0.426,190.276,audio_features,0D5ER6UGojHVHVVJV0QdY8,spotify:track:0D5ER6UGojHVHVVJV0QdY8,https://api.spotify.com/v1/tracks/0D5ER6UGojHVHVVJV0QdY8,https://api.spotify.com/v1/audio-analysis/0D5ER6UGojHVHVVJV0QdY8,234243.0,4.0,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",65.0,0.0
Dr. Dre,The Next Episode,0.92,0.891,3.0,-2.398,0.0,0.253,0.0313,0.0,0.083,0.311,95.295,audio_features,20LxTsa6936zOlzTWqoPVt,spotify:track:20LxTsa6936zOlzTWqoPVt,https://api.spotify.com/v1/tracks/20LxTsa6936zOlzTWqoPVt,https://api.spotify.com/v1/audio-analysis/20LxTsa6936zOlzTWqoPVt,161600.0,4.0,"['g funk', 'gangster rap', 'hip hop', 'rap', 'west coast rap']",77.0,0.0
Snoop Dogg,Who Am I (What's My Name) ?,0.737,0.767,7.0,-5.221,1.0,0.0556,0.000813,0.000127,0.333,0.682,96.81,audio_features,1oIrjRKjwKyjyy87FwUEkv,spotify:track:1oIrjRKjwKyjyy87FwUEkv,https://api.spotify.com/v1/tracks/1oIrjRKjwKyjyy87FwUEkv,https://api.spotify.com/v1/audio-analysis/1oIrjRKjwKyjyy87FwUEkv,248187.0,4.0,"['g funk', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'west coast rap']",71.0,0.0
Eminem,Without Me,0.919,0.657,7.0,-2.823,1.0,0.0907,0.00293,0.0,0.356,0.659,112.23,audio_features,5pBvNeOAJ54zgd5lEOmM3b,spotify:track:5pBvNeOAJ54zgd5lEOmM3b,https://api.spotify.com/v1/tracks/5pBvNeOAJ54zgd5lEOmM3b,https://api.spotify.com/v1/audio-analysis/5pBvNeOAJ54zgd5lEOmM3b,291213.0,4.0,"['detroit hip hop', 'hip hop', 'rap']",85.0,0.0
Eminem,Shake That,0.964,0.642,1.0,-5.831,0.0,0.109,0.0543,3.68e-05,0.158,0.547,107.006,audio_features,6KqKg8IPuvtDB3PNAvffFf,spotify:track:6KqKg8IPuvtDB3PNAvffFf,https://api.spotify.com/v1/tracks/6KqKg8IPuvtDB3PNAvffFf,https://api.spotify.com/v1/audio-analysis/6KqKg8IPuvtDB3PNAvffFf,274440.0,4.0,"['detroit hip hop', 'hip hop', 'rap']",73.0,0.0
Eminem,W.T.P.,0.805,0.927,9.0,-2.339,1.0,0.237,0.0305,0.0,0.357,0.746,94.961,audio_features,5NqQXBoJUEBVJUV57wiqim,spotify:track:5NqQXBoJUEBVJUV57wiqim,https://api.spotify.com/v1/tracks/5NqQXBoJUEBVJUV57wiqim,https://api.spotify.com/v1/audio-analysis/5NqQXBoJUEBVJUV57wiqim,238173.0,4.0,"['detroit hip hop', 'hip hop', 'rap']",61.0,0.0
Wiz Khalifa,Say Yeah,0.751,0.806,11.0,-6.1,1.0,0.0602,0.0236,0.0,0.134,0.685,142.015,audio_features,3GzjG6Qah8cplpj5YAURLK,spotify:track:3GzjG6Qah8cplpj5YAURLK,https://api.spotify.com/v1/tracks/3GzjG6Qah8cplpj5YAURLK,https://api.spotify.com/v1/audio-analysis/3GzjG6Qah8cplpj5YAURLK,241613.0,4.0,"['dance pop', 'hip hop', 'pittsburgh rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",53.0,0.0
Fergie,L.A.LOVE (la la) - Remix,0.52,0.461,7.0,-7.292,1.0,0.187,0.0175,0.0,0.257,0.21,101.045,audio_features,0WWhbfMPGjHnYFDsZoF5Eu,spotify:track:0WWhbfMPGjHnYFDsZoF5Eu,https://api.spotify.com/v1/tracks/0WWhbfMPGjHnYFDsZoF5Eu,https://api.spotify.com/v1/audio-analysis/0WWhbfMPGjHnYFDsZoF5Eu,211720.0,4.0,"['dance pop', 'pop', 'post-teen pop', 'urban contemporary']",68.0,0.0
Chris Brown,Nothin' Like Me (feat. Ty Dolla $ign),0.854,0.547,9.0,-7.983,0.0,0.121,0.0286,0.0,0.0709,0.431,98.99,audio_features,46Bm6sh2zZRXdBON5QIzIu,spotify:track:46Bm6sh2zZRXdBON5QIzIu,https://api.spotify.com/v1/tracks/46Bm6sh2zZRXdBON5QIzIu,https://api.spotify.com/v1/audio-analysis/46Bm6sh2zZRXdBON5QIzIu,245013.0,4.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",52.0,0.0
Nicki Minaj,Truffle Butter,0.896,0.674,10.0,-6.89,0.0,0.0499,0.0644,1.83e-05,0.12,0.516,105.096,audio_features,1H6FVVPoDB5R9SOkPLW2zz,spotify:track:1H6FVVPoDB5R9SOkPLW2zz,https://api.spotify.com/v1/tracks/1H6FVVPoDB5R9SOkPLW2zz,https://api.spotify.com/v1/audio-analysis/1H6FVVPoDB5R9SOkPLW2zz,219227.0,4.0,"['dance pop', 'hip pop', 'pop', 'pop rap', 'queens hip hop']",62.0,0.0
Chris Brown,Bitches N Marijuana (feat. ScHoolboy Q),0.559,0.535,3.0,-8.136,0.0,0.274,0.337,0.0,0.105,0.62,96.989,audio_features,3PiLfzEXHrvT1oJKR8PAJt,spotify:track:3PiLfzEXHrvT1oJKR8PAJt,https://api.spotify.com/v1/tracks/3PiLfzEXHrvT1oJKR8PAJt,https://api.spotify.com/v1/audio-analysis/3PiLfzEXHrvT1oJKR8PAJt,254693.0,4.0,"['dance pop', 'pop', 'pop rap', 'r&b', 'rap']",60.0,0.0
Omarion,Post to Be (feat. Chris Brown & Jhene Aiko),0.733,0.676,10.0,-5.655,0.0,0.0432,0.0697,0.0,0.208,0.701,97.448,audio_features,6p5abLu89ZSSpRQnbK9Wqs,spotify:track:6p5abLu89ZSSpRQnbK9Wqs,https://api.spotify.com/v1/tracks/6p5abLu89ZSSpRQnbK9Wqs,https://api.spotify.com/v1/audio-analysis/6p5abLu89ZSSpRQnbK9Wqs,226581.0,4.0,"['dance pop', 'hip pop', 'pop r&b', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']",72.0,0.0
Ty Dolla $ign,Saved (feat. E-40),0.776,0.715,1.0,-5.553,1.0,0.11,0.257,0.0,0.12,0.772,103.0,audio_features,1omIb7BrAk7qwRrCSHJTc5,spotify:track:1omIb7BrAk7qwRrCSHJTc5,https://api.spotify.com/v1/tracks/1omIb7BrAk7qwRrCSHJTc5,https://api.spotify.com/v1/audio-analysis/1omIb7BrAk7qwRrCSHJTc5,178472.0,4.0,"['hip hop', 'pop', 'pop rap', 'r&b', 'southern hip hop', 'trap', 'trap soul']",58.0,0.0
Fall Out Boy,Centuries - Gazzo Remix,0.541,0.958,4.0,-1.281,0.0,0.113,0.0785,0.0007,0.19,0.411,90.056,audio_features,4ZzbcSm6MxnC15BcDqEYyK,spotify:track:4ZzbcSm6MxnC15BcDqEYyK,https://api.spotify.com/v1/tracks/4ZzbcSm6MxnC15BcDqEYyK,https://api.spotify.com/v1/audio-analysis/4ZzbcSm6MxnC15BcDqEYyK,259600.0,4.0,"['emo', 'modern rock', 'rock']",35.0,0.0
Robin Schulz,Sugar (feat. Francesco Yates) - HUGEL Remix,0.702,0.817,5.0,-4.293,0.0,0.0363,0.0326,9.3e-05,0.0247,0.798,123.053,audio_features,4JpmVfJ76zeAA79q2UUurE,spotify:track:4JpmVfJ76zeAA79q2UUurE,https://api.spotify.com/v1/tracks/4JpmVfJ76zeAA79q2UUurE,https://api.spotify.com/v1/audio-analysis/4JpmVfJ76zeAA79q2UUurE,300086.0,4.0,"['dance pop', 'deep euro house', 'deep house', 'edm', 'german dance', 'pop', 'pop dance', 'tropical house']",27.0,0.0
Justin Timberlake,Rock Your Body - Paul Oakenfold Remix,0.74,0.867,11.0,-4.194,0.0,0.0449,0.00157,0.104,0.298,0.886,108.006,audio_features,5WfbiuouNtLal6CrF2Azfp,spotify:track:5WfbiuouNtLal6CrF2Azfp,https://api.spotify.com/v1/tracks/5WfbiuouNtLal6CrF2Azfp,https://api.spotify.com/v1/audio-analysis/5WfbiuouNtLal6CrF2Azfp,332480.0,4.0,"['dance pop', 'pop']",27.0,0.0
Robin Thicke,Blurred Lines - Bee's Knees Remix,0.704,0.861,4.0,-4.564,0.0,0.0333,0.0101,0.002,0.246,0.627,124.992,audio_features,0ZN4YtnBxcKPMgmZlcpDHI,spotify:track:0ZN4YtnBxcKPMgmZlcpDHI,https://api.spotify.com/v1/tracks/0ZN4YtnBxcKPMgmZlcpDHI,https://api.spotify.com/v1/audio-analysis/0ZN4YtnBxcKPMgmZlcpDHI,279933.0,4.0,"['dance pop', 'hip pop', 'neo soul', 'new jack swing', 'r&b', 'urban contemporary']",13.0,0.0
Pitbull,Fun (feat. Chris Brown) - Jerome Price Radio Mix,0.748,0.918,6.0,-7.57,0.0,0.0477,0.000887,0.359,0.519,0.901,122.99,audio_features,18kbYc4l4MCqkHhjdNJzx3,spotify:track:18kbYc4l4MCqkHhjdNJzx3,https://api.spotify.com/v1/tracks/18kbYc4l4MCqkHhjdNJzx3,https://api.spotify.com/v1/audio-analysis/18kbYc4l4MCqkHhjdNJzx3,280082.0,4.0,"['dance pop', 'latin', 'miami hip hop', 'pop', 'pop rap']",15.0,0.0
Capital Cities,Safe and Sound - DiscoTech Remix,0.709,0.843,0.0,-4.941,1.0,0.0328,0.0167,0.000124,0.0815,0.699,121.985,audio_features,45lAVwA9olPEIGZP7seZGc,spotify:track:45lAVwA9olPEIGZP7seZGc,https://api.spotify.com/v1/tracks/45lAVwA9olPEIGZP7seZGc,https://api.spotify.com/v1/audio-analysis/45lAVwA9olPEIGZP7seZGc,273081.0,4.0,['metropopolis'],44.0,0.0
Wafande,Gi' Mig Et Smil,0.869,0.822,0.0,-3.869,1.0,0.0972,0.0199,0.0,0.123,0.866,105.987,audio_features,0dM3Mb8JRTKuNwjZ8ng953,spotify:track:0dM3Mb8JRTKuNwjZ8ng953,https://api.spotify.com/v1/tracks/0dM3Mb8JRTKuNwjZ8ng953,https://api.spotify.com/v1/audio-analysis/0dM3Mb8JRTKuNwjZ8ng953,176173.0,4.0,"['danish hip hop', 'danish pop']",24.0,0.0
Raske Penge,Intelligent (Roots Remix),0.698,0.702,7.0,-7.323,0.0,0.212,0.173,1.69e-06,0.645,0.823,170.12,audio_features,3hnT9RMRJ4DKg11T6Nbc6V,spotify:track:3hnT9RMRJ4DKg11T6Nbc6V,https://api.spotify.com/v1/tracks/3hnT9RMRJ4DKg11T6Nbc6V,https://api.spotify.com/v1/audio-analysis/3hnT9RMRJ4DKg11T6Nbc6V,220941.0,4.0,['danish hip hop'],3.0,0.0
Ted Nugent,Cat Scratch Fever,0.549,0.916,4.0,-4.185,0.0,0.034,0.0049,0.123,0.104,0.632,127.131,audio_features,0SvfyHYDp2uIsHt53LDlI9,spotify:track:0SvfyHYDp2uIsHt53LDlI9,https://api.spotify.com/v1/tracks/0SvfyHYDp2uIsHt53LDlI9,https://api.spotify.com/v1/audio-analysis/0SvfyHYDp2uIsHt53LDlI9,219400.0,4.0,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'metal', 'rock', 'southern rock']",59.0,0.0
Santana,Oye 2014 (feat. Pitbull),0.603,0.922,7.0,-5.552,1.0,0.0458,0.0173,2.98e-06,0.32,0.964,146.102,audio_features,331Y3ERtnmhQNamDg7vlox,spotify:track:331Y3ERtnmhQNamDg7vlox,https://api.spotify.com/v1/tracks/331Y3ERtnmhQNamDg7vlox,https://api.spotify.com/v1/audio-analysis/331Y3ERtnmhQNamDg7vlox,202693.0,4.0,"['blues rock', 'classic rock', 'mexican classic rock']",39.0,0.0
Lenny Kravitz,Dig In,0.671,0.921,9.0,-3.878,1.0,0.0291,0.0129,0.0235,0.0579,0.825,118.424,audio_features,0mBmE1IzBpbhfwEU4nd4ew,spotify:track:0mBmE1IzBpbhfwEU4nd4ew,https://api.spotify.com/v1/tracks/0mBmE1IzBpbhfwEU4nd4ew,https://api.spotify.com/v1/audio-analysis/0mBmE1IzBpbhfwEU4nd4ew,217533.0,4.0,"['permanent wave', 'pop rock', 'rock']",60.0,0.0
Ted Nugent,Dog Eat Dog,0.538,0.899,9.0,-6.479,0.0,0.0457,0.00661,0.0049,0.13,0.702,135.637,audio_features,68ZeNG3zFACLGyj3LaLKzO,spotify:track:68ZeNG3zFACLGyj3LaLKzO,https://api.spotify.com/v1/tracks/68ZeNG3zFACLGyj3LaLKzO,https://api.spotify.com/v1/audio-analysis/68ZeNG3zFACLGyj3LaLKzO,243707.0,4.0,"['acid rock', 'album rock', 'blues rock', 'classic rock', 'country rock', 'glam metal', 'hard rock', 'metal', 'rock', 'southern rock']",53.0,0.0
Santana,Hope You're Feeling Better,0.467,0.662,2.0,-9.753,1.0,0.0378,0.371,0.000541,0.187,0.531,93.877,audio_features,3lysbLRK4bGbQRmYfN5S0o,spotify:track:3lysbLRK4bGbQRmYfN5S0o,https://api.spotify.com/v1/tracks/3lysbLRK4bGbQRmYfN5S0o,https://api.spotify.com/v1/audio-analysis/3lysbLRK4bGbQRmYfN5S0o,250507.0,4.0,"['blues rock', 'classic rock', 'mexican classic rock']",43.0,0.0
Van Halen,Can't Stop Lovin' You,0.592,0.898,9.0,-5.194,1.0,0.0358,0.143,2.29e-06,0.229,0.537,118.006,audio_features,72hpTHMLFrO4ErhSQl2FhZ,spotify:track:72hpTHMLFrO4ErhSQl2FhZ,https://api.spotify.com/v1/tracks/72hpTHMLFrO4ErhSQl2FhZ,https://api.spotify.com/v1/audio-analysis/72hpTHMLFrO4ErhSQl2FhZ,247467.0,4.0,"['album rock', 'classic rock', 'hard rock', 'metal', 'rock']",53.0,0.0
ZZ Top,"I'm Bad, I'm Nationwide",0.661,0.522,7.0,-13.05,0.0,0.0307,0.373,0.00058,0.0733,0.897,102.454,audio_features,39upzShiWUjweO2v6Ewfjw,spotify:track:39upzShiWUjweO2v6Ewfjw,https://api.spotify.com/v1/tracks/39upzShiWUjweO2v6Ewfjw,https://api.spotify.com/v1/audio-analysis/39upzShiWUjweO2v6Ewfjw,286573.0,4.0,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'rock']",49.0,0.0
