artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,genre,popularity,result
Bear Hands,Blue Lips (feat. Ursula Rose),0.562,0.838,1.0,-4.705,1.0,0.049,0.0158,0.0,0.132,0.64,171.019,audio_features,1pZ88aYTA3JqLmWUhyiCii,spotify:track:1pZ88aYTA3JqLmWUhyiCii,https://api.spotify.com/v1/tracks/1pZ88aYTA3JqLmWUhyiCii,https://api.spotify.com/v1/audio-analysis/1pZ88aYTA3JqLmWUhyiCii,216187.0,4.0,"['brooklyn indie', 'indie poptimism', 'modern alternative rock', 'modern rock', 'shimmer pop']",35.0,0.0
Regard,Ride It,0.88,0.751,7.0,-4.258,0.0,0.0874,0.177,6.43e-05,0.106,0.884,117.948,audio_features,2tnVG71enUj33Ic2nFN6kZ,spotify:track:2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/tracks/2tnVG71enUj33Ic2nFN6kZ,https://api.spotify.com/v1/audio-analysis/2tnVG71enUj33Ic2nFN6kZ,157606.0,4.0,"['dance pop', 'edm', 'pop', 'pop dance', 'pop edm', 'slap house', 'tropical house']",84.0,0.0
Camila Cabello,Liar,0.74,0.498,11.0,-6.684,0.0,0.0456,0.0169,0.00282,0.319,0.652,98.016,audio_features,7LzouaWGFCy4tkXDOOnEyM,spotify:track:7LzouaWGFCy4tkXDOOnEyM,https://api.spotify.com/v1/tracks/7LzouaWGFCy4tkXDOOnEyM,https://api.spotify.com/v1/audio-analysis/7LzouaWGFCy4tkXDOOnEyM,207039.0,4.0,"['dance pop', 'pop', 'post-teen pop']",68.0,0.0
Slaves,Heavier,0.473,0.945,8.0,-4.371,1.0,0.0891,0.00305,0.0,0.358,0.446,145.016,audio_features,4wa8cD29eKNVPBEj6GRulK,spotify:track:4wa8cD29eKNVPBEj6GRulK,https://api.spotify.com/v1/tracks/4wa8cD29eKNVPBEj6GRulK,https://api.spotify.com/v1/audio-analysis/4wa8cD29eKNVPBEj6GRulK,222790.0,4.0,[],53.0,0.0
3LAU,Tokyo (feat. XIRA),0.53,0.996,5.0,-4.415,1.0,0.0661,0.00016,0.0534,0.356,0.0435,121.014,audio_features,1QCVN7PEJ0dMiIDOG6ZJUf,spotify:track:1QCVN7PEJ0dMiIDOG6ZJUf,https://api.spotify.com/v1/tracks/1QCVN7PEJ0dMiIDOG6ZJUf,https://api.spotify.com/v1/audio-analysis/1QCVN7PEJ0dMiIDOG6ZJUf,223141.0,3.0,"['edm', 'electro house', 'electronic trap', 'electropop', 'future bass', 'mashup', 'pop dance', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']",56.0,0.0
Foals,Night Swimmers,0.576,0.939,7.0,-7.026,1.0,0.0452,0.00615,0.82,0.0757,0.639,123.979,audio_features,0ZRpZMW2kl3b52w9dn2oUM,spotify:track:0ZRpZMW2kl3b52w9dn2oUM,https://api.spotify.com/v1/tracks/0ZRpZMW2kl3b52w9dn2oUM,https://api.spotify.com/v1/audio-analysis/0ZRpZMW2kl3b52w9dn2oUM,284600.0,4.0,"['alternative dance', 'indie rock', 'modern alternative rock', 'modern rock', 'new rave', 'oxford indie', 'rock']",44.0,0.0
Commodores,Easy,0.577,0.481,10.0,-10.581,0.0,0.03,0.204,0.00229,0.317,0.311,132.159,audio_features,3Qe0dJkQXx7jJWXRxuVqJ0,spotify:track:3Qe0dJkQXx7jJWXRxuVqJ0,https://api.spotify.com/v1/tracks/3Qe0dJkQXx7jJWXRxuVqJ0,https://api.spotify.com/v1/audio-analysis/3Qe0dJkQXx7jJWXRxuVqJ0,258707.0,4.0,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",96.0,0.0
Ocean Grove,SUNNY,0.423,0.9,5.0,-4.836,1.0,0.121,5.86e-05,0.165,0.64,0.186,134.995,audio_features,3QumeiFL8AfAFNZspo5Xsi,spotify:track:3QumeiFL8AfAFNZspo5Xsi,https://api.spotify.com/v1/tracks/3QumeiFL8AfAFNZspo5Xsi,https://api.spotify.com/v1/audio-analysis/3QumeiFL8AfAFNZspo5Xsi,180444.0,4.0,"['australian metalcore', 'australian post-hardcore', 'nu-metalcore']",67.0,0.0
Arctic Monkeys,One For The Road,0.415,0.668,0.0,-6.849,1.0,0.036,0.212,0.0615,0.27,0.842,180.048,audio_features,6wNUBZNWFxdUGof6vkaykE,spotify:track:6wNUBZNWFxdUGof6vkaykE,https://api.spotify.com/v1/tracks/6wNUBZNWFxdUGof6vkaykE,https://api.spotify.com/v1/audio-analysis/6wNUBZNWFxdUGof6vkaykE,206052.0,4.0,"['garage rock', 'permanent wave', 'rock', 'sheffield indie']",65.0,0.0
Krewella,Greenlights,0.548,0.835,1.0,-5.094,1.0,0.0394,0.00874,0.000653,0.238,0.385,160.022,audio_features,2ahgqycb3oRotjOVt4VJyc,spotify:track:2ahgqycb3oRotjOVt4VJyc,https://api.spotify.com/v1/tracks/2ahgqycb3oRotjOVt4VJyc,https://api.spotify.com/v1/audio-analysis/2ahgqycb3oRotjOVt4VJyc,162443.0,4.0,"['dance pop', 'edm', 'electra', 'electro house', 'electropop', 'pop dance']",56.0,0.0
The Weeknd,Blinding Lights,0.513,0.796,1.0,-4.075,1.0,0.0629,0.00147,0.000209,0.0938,0.345,171.017,audio_features,0sf12qNH5qcw8qpgymFOqD,spotify:track:0sf12qNH5qcw8qpgymFOqD,https://api.spotify.com/v1/tracks/0sf12qNH5qcw8qpgymFOqD,https://api.spotify.com/v1/audio-analysis/0sf12qNH5qcw8qpgymFOqD,201573.0,4.0,"['canadian contemporary r&b', 'canadian pop', 'pop']",92.0,0.0
Dua Lipa,Don't Start Now,0.794,0.793,11.0,-4.521,0.0,0.0842,0.0125,0.0,0.0952,0.677,123.941,audio_features,6WrI0LAC5M1Rw2MnX2ZvEg,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/tracks/6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/audio-analysis/6WrI0LAC5M1Rw2MnX2ZvEg,183290.0,4.0,"['dance pop', 'pop', 'uk pop']",83.0,0.0
SAINt JHN,Roses - Imanbek Remix,0.77,0.724,8.0,-5.484,1.0,0.0495,0.0167,0.0107,0.353,0.898,121.975,audio_features,24Yi9hE78yPEbZ4kxyoXAI,spotify:track:24Yi9hE78yPEbZ4kxyoXAI,https://api.spotify.com/v1/tracks/24Yi9hE78yPEbZ4kxyoXAI,https://api.spotify.com/v1/audio-analysis/24Yi9hE78yPEbZ4kxyoXAI,176840.0,4.0,"['melodic rap', 'pop rap', 'rap', 'slap house', 'trap']",71.0,0.0
Dua Lipa,Physical,0.647,0.843,0.0,-3.756,1.0,0.0457,0.0137,0.000628,0.102,0.761,146.961,audio_features,44fXOB2eBG8uaQJGwh26Bk,spotify:track:44fXOB2eBG8uaQJGwh26Bk,https://api.spotify.com/v1/tracks/44fXOB2eBG8uaQJGwh26Bk,https://api.spotify.com/v1/audio-analysis/44fXOB2eBG8uaQJGwh26Bk,193829.0,4.0,"['dance pop', 'pop', 'uk pop']",77.0,0.0
Gnarls Barkley,Going On,0.428,0.911,1.0,-4.743,1.0,0.0554,0.00245,0.0,0.332,0.467,150.038,audio_features,6N7YkCy1oSMRsaZSoz5VlS,spotify:track:6N7YkCy1oSMRsaZSoz5VlS,https://api.spotify.com/v1/tracks/6N7YkCy1oSMRsaZSoz5VlS,https://api.spotify.com/v1/audio-analysis/6N7YkCy1oSMRsaZSoz5VlS,174040.0,4.0,"['atl hip hop', 'neo soul']",48.0,0.0
Neon Trees,1983,0.463,0.981,10.0,-3.922,1.0,0.18,7.37e-05,0.0,0.102,0.703,153.048,audio_features,4DJLcyfnyEGlUejAEAX4az,spotify:track:4DJLcyfnyEGlUejAEAX4az,https://api.spotify.com/v1/tracks/4DJLcyfnyEGlUejAEAX4az,https://api.spotify.com/v1/audio-analysis/4DJLcyfnyEGlUejAEAX4az,222560.0,4.0,"['modern alternative rock', 'modern rock', 'neo mellow', 'pop', 'pop rock', 'rock']",53.0,0.0
Vampire Weekend,Unbelievers,0.644,0.811,11.0,-7.681,1.0,0.0499,0.142,0.000629,0.169,0.831,154.903,audio_features,7psPPGwhFzP3pyOcb3ivcT,spotify:track:7psPPGwhFzP3pyOcb3ivcT,https://api.spotify.com/v1/tracks/7psPPGwhFzP3pyOcb3ivcT,https://api.spotify.com/v1/audio-analysis/7psPPGwhFzP3pyOcb3ivcT,202667.0,4.0,"['baroque pop', 'indie rock', 'modern rock']",59.0,0.0
Milky Chance,Daydreaming,0.696,0.795,7.0,-5.591,0.0,0.0562,0.484,0.00451,0.182,0.658,83.982,audio_features,3VXvKTOQoY0kWvpjU67uq2,spotify:track:3VXvKTOQoY0kWvpjU67uq2,https://api.spotify.com/v1/tracks/3VXvKTOQoY0kWvpjU67uq2,https://api.spotify.com/v1/audio-analysis/3VXvKTOQoY0kWvpjU67uq2,197928.0,4.0,['german pop'],53.0,0.0
The Palms,Levitate,0.606,0.781,1.0,-5.846,1.0,0.0703,0.142,0.00803,0.0734,0.632,170.007,audio_features,6nlA3j4n3KAY8AgEGmos2o,spotify:track:6nlA3j4n3KAY8AgEGmos2o,https://api.spotify.com/v1/tracks/6nlA3j4n3KAY8AgEGmos2o,https://api.spotify.com/v1/audio-analysis/6nlA3j4n3KAY8AgEGmos2o,230738.0,4.0,['vapor soul'],61.0,0.0
Glass Animals,Youth,0.648,0.718,9.0,-7.765,0.0,0.0298,0.129,0.00156,0.112,0.785,96.017,audio_features,1LPGwuFgIzbJoShfDdw7MY,spotify:track:1LPGwuFgIzbJoShfDdw7MY,https://api.spotify.com/v1/tracks/1LPGwuFgIzbJoShfDdw7MY,https://api.spotify.com/v1/audio-analysis/1LPGwuFgIzbJoShfDdw7MY,230693.0,4.0,"['gauze pop', 'indietronica', 'shiver pop']",66.0,0.0
OVERSTREET,Carried Away,0.636,0.98,11.0,-2.222,0.0,0.0476,0.019,2.37e-06,0.0905,0.96,129.996,audio_features,07DWmCB9pgs6Nye0jiQut0,spotify:track:07DWmCB9pgs6Nye0jiQut0,https://api.spotify.com/v1/tracks/07DWmCB9pgs6Nye0jiQut0,https://api.spotify.com/v1/audio-analysis/07DWmCB9pgs6Nye0jiQut0,196720.0,4.0,[],58.0,0.0
MOD SUN,I Remember Way Too Much,0.565,0.669,11.0,-4.838,1.0,0.0389,0.382,0.0,0.144,0.402,75.003,audio_features,3qep5Ghl8HcCg1yGVK6Qm5,spotify:track:3qep5Ghl8HcCg1yGVK6Qm5,https://api.spotify.com/v1/tracks/3qep5Ghl8HcCg1yGVK6Qm5,https://api.spotify.com/v1/audio-analysis/3qep5Ghl8HcCg1yGVK6Qm5,177173.0,4.0,"['minnesota hip hop', 'pop punk', 'pop rap']",52.0,0.0
NoMBe,Paint California,0.699,0.538,2.0,-7.974,1.0,0.0365,0.00682,0.00376,0.199,0.466,135.058,audio_features,2ZlgqiomIrjvkuWFDSVOLY,spotify:track:2ZlgqiomIrjvkuWFDSVOLY,https://api.spotify.com/v1/tracks/2ZlgqiomIrjvkuWFDSVOLY,https://api.spotify.com/v1/audio-analysis/2ZlgqiomIrjvkuWFDSVOLY,207133.0,4.0,"['electropop', 'indie poptimism', 'indie soul', 'modern alternative rock', 'modern rock', 'vapor soul']",50.0,0.0
Twenty One Pilots,Level of Concern,0.754,0.583,4.0,-7.34,0.0,0.0432,0.32,0.00015,0.144,0.77,122.012,audio_features,6xZ4Q2k2ompmDppyeESIY8,spotify:track:6xZ4Q2k2ompmDppyeESIY8,https://api.spotify.com/v1/tracks/6xZ4Q2k2ompmDppyeESIY8,https://api.spotify.com/v1/audio-analysis/6xZ4Q2k2ompmDppyeESIY8,220051.0,4.0,"['modern rock', 'rock']",72.0,0.0
THE VOODOO KINGS,When I See Her,0.52,0.834,9.0,-5.588,0.0,0.0551,0.00572,0.00206,0.323,0.733,99.945,audio_features,1sBinOtWXRzsKfuaUPCXke,spotify:track:1sBinOtWXRzsKfuaUPCXke,https://api.spotify.com/v1/tracks/1sBinOtWXRzsKfuaUPCXke,https://api.spotify.com/v1/audio-analysis/1sBinOtWXRzsKfuaUPCXke,211880.0,4.0,[],17.0,0.0
Post Malone,Die For Me (feat. Future & Halsey),0.614,0.66,0.0,-2.848,1.0,0.0441,0.19,0.0,0.211,0.452,145.01,audio_features,2C6WXnmZ66tHhHlnvwePiK,spotify:track:2C6WXnmZ66tHhHlnvwePiK,https://api.spotify.com/v1/tracks/2C6WXnmZ66tHhHlnvwePiK,https://api.spotify.com/v1/audio-analysis/2C6WXnmZ66tHhHlnvwePiK,245267.0,4.0,"['dfw rap', 'melodic rap', 'rap']",72.0,0.0
Surfaces,Where The Light Is,0.636,0.591,4.0,-6.666,1.0,0.196,0.148,0.00124,0.106,0.437,156.132,audio_features,7JVqkghLS7npSCHqeHWzKW,spotify:track:7JVqkghLS7npSCHqeHWzKW,https://api.spotify.com/v1/tracks/7JVqkghLS7npSCHqeHWzKW,https://api.spotify.com/v1/audio-analysis/7JVqkghLS7npSCHqeHWzKW,181538.0,4.0,"['bedroom soul', 'pop']",54.0,0.0
Atlas Genius,If So,0.646,0.698,7.0,-5.019,1.0,0.0345,0.000177,3.36e-06,0.323,0.645,125.022,audio_features,5yUXyXZSG80niT5hkh7ucf,spotify:track:5yUXyXZSG80niT5hkh7ucf,https://api.spotify.com/v1/tracks/5yUXyXZSG80niT5hkh7ucf,https://api.spotify.com/v1/audio-analysis/5yUXyXZSG80niT5hkh7ucf,180053.0,4.0,"['indie poptimism', 'indietronica', 'modern alternative rock', 'modern rock', 'pop rock', 'shimmer pop']",51.0,0.0
Kav Verhouzer,Hiding (feat. The Nicholas),0.752,0.552,9.0,-8.391,1.0,0.0364,0.0422,0.164,0.095,0.728,124.998,audio_features,5GjoCfnnaXXbSxK7aYW9X0,spotify:track:5GjoCfnnaXXbSxK7aYW9X0,https://api.spotify.com/v1/tracks/5GjoCfnnaXXbSxK7aYW9X0,https://api.spotify.com/v1/audio-analysis/5GjoCfnnaXXbSxK7aYW9X0,203550.0,4.0,"['deep tropical house', 'tropical house']",37.0,0.0
DVBBS,Tinted Eyes (feat. blackbear & 24kGoldn),0.743,0.801,5.0,-4.097,0.0,0.0343,0.00598,2.46e-05,0.178,0.381,121.965,audio_features,68UW3plyDDNg1dkNIZRezJ,spotify:track:68UW3plyDDNg1dkNIZRezJ,https://api.spotify.com/v1/tracks/68UW3plyDDNg1dkNIZRezJ,https://api.spotify.com/v1/audio-analysis/68UW3plyDDNg1dkNIZRezJ,175082.0,4.0,"['canadian electronic', 'dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'pop rap', 'slap house', 'tropical house']",67.0,0.0
Joel Fletcher,Vibe,0.775,0.657,3.0,-5.989,0.0,0.0899,0.209,1.44e-05,0.124,0.489,125.037,audio_features,3nK6GO726tfhjoOh02Ggq7,spotify:track:3nK6GO726tfhjoOh02Ggq7,https://api.spotify.com/v1/tracks/3nK6GO726tfhjoOh02Ggq7,https://api.spotify.com/v1/audio-analysis/3nK6GO726tfhjoOh02Ggq7,173280.0,4.0,"['deep minimal techno', 'melbourne bounce', 'melbourne bounce international']",75.0,0.0
S1mba,Rover (feat. DTG) - Joel Corry Remix,0.719,0.845,11.0,-5.368,0.0,0.051,0.113,0.0311,0.18,0.806,125.024,audio_features,5RkiqAv3ypObR8rinqRtnA,spotify:track:5RkiqAv3ypObR8rinqRtnA,https://api.spotify.com/v1/tracks/5RkiqAv3ypObR8rinqRtnA,https://api.spotify.com/v1/audio-analysis/5RkiqAv3ypObR8rinqRtnA,187379.0,4.0,"['afroswing', 'uk hip hop']",59.0,0.0
Tensnake,Automatic - The Aston Shuffle Remix,0.631,0.968,10.0,-4.764,0.0,0.0376,0.0068,0.00654,0.213,0.544,123.985,audio_features,62QMDgynAjfyRmimHsgVt6,spotify:track:62QMDgynAjfyRmimHsgVt6,https://api.spotify.com/v1/tracks/62QMDgynAjfyRmimHsgVt6,https://api.spotify.com/v1/audio-analysis/62QMDgynAjfyRmimHsgVt6,241977.0,4.0,"['alternative dance', 'deep house', 'disco house', 'electronica', 'filter house', 'german house', 'hamburg electronic', 'house', 'indie soul', 'nu disco', 'tropical house', 'vocal house']",40.0,0.0
Rasster,SAD - Imanbek xxx Remix,0.746,0.757,5.0,-6.078,0.0,0.054,0.491,0.00124,0.0863,0.499,124.992,audio_features,4x5ymi4akay9Fq5Xm1PW3E,spotify:track:4x5ymi4akay9Fq5Xm1PW3E,https://api.spotify.com/v1/tracks/4x5ymi4akay9Fq5Xm1PW3E,https://api.spotify.com/v1/audio-analysis/4x5ymi4akay9Fq5Xm1PW3E,174720.0,4.0,[],65.0,0.0
Tujamo,Lonely,0.667,0.823,7.0,-3.797,1.0,0.0673,0.0607,0.0,0.0771,0.35,127.903,audio_features,5LOJdJPzuevskkoAtLj8hb,spotify:track:5LOJdJPzuevskkoAtLj8hb,https://api.spotify.com/v1/tracks/5LOJdJPzuevskkoAtLj8hb,https://api.spotify.com/v1/audio-analysis/5LOJdJPzuevskkoAtLj8hb,168726.0,4.0,"['dance pop', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'tropical house']",81.0,0.0
Kygo,Lose Somebody,0.58,0.586,1.0,-6.883,1.0,0.0357,0.344,0.0,0.0755,0.507,147.988,audio_features,7xbWAw3LMgRMn4omR5yVn3,spotify:track:7xbWAw3LMgRMn4omR5yVn3,https://api.spotify.com/v1/tracks/7xbWAw3LMgRMn4omR5yVn3,https://api.spotify.com/v1/audio-analysis/7xbWAw3LMgRMn4omR5yVn3,199549.0,4.0,"['edm', 'pop', 'pop dance', 'tropical house']",76.0,0.0
Caroline Romano,I Still Remember (R3HAB Remix),0.774,0.577,7.0,-8.009,0.0,0.0694,0.19,0.0,0.642,0.636,124.002,audio_features,30eirMgaGW0OpA3Yi8U4bL,spotify:track:30eirMgaGW0OpA3Yi8U4bL,https://api.spotify.com/v1/tracks/30eirMgaGW0OpA3Yi8U4bL,https://api.spotify.com/v1/audio-analysis/30eirMgaGW0OpA3Yi8U4bL,171774.0,4.0,[],35.0,0.0
Diplo,On My Mind - Purple Disco Machine Remix,0.729,0.688,0.0,-6.397,1.0,0.0331,0.102,0.0651,0.184,0.744,123.011,audio_features,3ruSBJtsa5dVwbIl7miXBw,spotify:track:3ruSBJtsa5dVwbIl7miXBw,https://api.spotify.com/v1/tracks/3ruSBJtsa5dVwbIl7miXBw,https://api.spotify.com/v1/audio-analysis/3ruSBJtsa5dVwbIl7miXBw,263415.0,4.0,"['bmore', 'dance pop', 'edm', 'electro house', 'house', 'moombahton', 'ninja', 'pop', 'pop dance', 'tropical house']",55.0,0.0
ACADEMY,forever after,0.741,0.517,4.0,-6.585,1.0,0.0357,0.255,0.0,0.363,0.668,128.057,audio_features,2iOc8PyJjt1RYRBagV6RR1,spotify:track:2iOc8PyJjt1RYRBagV6RR1,https://api.spotify.com/v1/tracks/2iOc8PyJjt1RYRBagV6RR1,https://api.spotify.com/v1/audio-analysis/2iOc8PyJjt1RYRBagV6RR1,178786.0,4.0,"['british orchestra', 'chamber orchestra', 'classical', 'classical performance']",80.0,0.0
blackbear,i feel bad,0.637,0.785,9.0,-3.382,0.0,0.0512,0.0201,0.0,0.333,0.923,144.053,audio_features,1woVRb6gryP7hsMvBkiIzj,spotify:track:1woVRb6gryP7hsMvBkiIzj,https://api.spotify.com/v1/tracks/1woVRb6gryP7hsMvBkiIzj,https://api.spotify.com/v1/audio-analysis/1woVRb6gryP7hsMvBkiIzj,175066.0,4.0,"['pop', 'pop rap']",59.0,0.0
Kygo,What's Love Got to Do with It,0.75,0.664,8.0,-5.908,0.0,0.154,0.275,0.0,0.0632,0.617,105.023,audio_features,3Be7CLdHZpyzsVijme39cW,spotify:track:3Be7CLdHZpyzsVijme39cW,https://api.spotify.com/v1/tracks/3Be7CLdHZpyzsVijme39cW,https://api.spotify.com/v1/audio-analysis/3Be7CLdHZpyzsVijme39cW,208156.0,4.0,"['edm', 'pop', 'pop dance', 'tropical house']",73.0,0.0
Takis,Wait For Me (feat. Goody Grace & Tory Lanez),0.635,0.907,10.0,-6.057,1.0,0.129,0.134,4.08e-06,0.253,0.347,114.141,audio_features,7oEll6CiWAejF2oFXH4j9e,spotify:track:7oEll6CiWAejF2oFXH4j9e,https://api.spotify.com/v1/tracks/7oEll6CiWAejF2oFXH4j9e,https://api.spotify.com/v1/audio-analysis/7oEll6CiWAejF2oFXH4j9e,161077.0,4.0,[],36.0,0.0
Steve Aoki,Imagine,0.645,0.738,1.0,-4.92,1.0,0.0589,0.00334,0.000105,0.12,0.255,119.859,audio_features,5usaydQKInuUpnaWQVTGM0,spotify:track:5usaydQKInuUpnaWQVTGM0,https://api.spotify.com/v1/tracks/5usaydQKInuUpnaWQVTGM0,https://api.spotify.com/v1/audio-analysis/5usaydQKInuUpnaWQVTGM0,225000.0,4.0,"['dance pop', 'edm', 'electro house', 'pop dance', 'pop rap', 'tropical house']",71.0,0.0
Zedd,Funny,0.664,0.66,5.0,-4.646,1.0,0.0243,0.512,0.0,0.26,0.355,99.946,audio_features,4FYbo4yQzu3hGkj2Ix4ucW,spotify:track:4FYbo4yQzu3hGkj2Ix4ucW,https://api.spotify.com/v1/tracks/4FYbo4yQzu3hGkj2Ix4ucW,https://api.spotify.com/v1/audio-analysis/4FYbo4yQzu3hGkj2Ix4ucW,221466.0,4.0,"['complextro', 'dance pop', 'edm', 'electro house', 'electropop', 'german techno', 'pop', 'pop dance', 'pop rap', 'tropical house']",74.0,0.0
Sam Feldt,You Should Know (feat. Craig Smart),0.597,0.915,2.0,-2.94,1.0,0.296,0.0165,1.6e-05,0.199,0.609,123.982,audio_features,7mA8qSlC9F04DEQV8ZcKqx,spotify:track:7mA8qSlC9F04DEQV8ZcKqx,https://api.spotify.com/v1/tracks/7mA8qSlC9F04DEQV8ZcKqx,https://api.spotify.com/v1/audio-analysis/7mA8qSlC9F04DEQV8ZcKqx,142258.0,4.0,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'pop edm', 'tropical house']",50.0,0.0
Dominic Fike,Vampire,0.787,0.735,0.0,-4.808,0.0,0.0857,0.331,4.09e-05,0.113,0.698,97.957,audio_features,0SRPuTnr5QOKRoIxMvvlgK,spotify:track:0SRPuTnr5QOKRoIxMvvlgK,https://api.spotify.com/v1/tracks/0SRPuTnr5QOKRoIxMvvlgK,https://api.spotify.com/v1/audio-analysis/0SRPuTnr5QOKRoIxMvvlgK,186050.0,4.0,"['alternative pop rock', 'pop']",65.0,0.0
Lights,Batshit,0.803,0.736,1.0,-6.201,0.0,0.0591,0.141,0.000959,0.151,0.226,118.004,audio_features,4WIme7a477yfjltFuRVfLR,spotify:track:4WIme7a477yfjltFuRVfLR,https://api.spotify.com/v1/tracks/4WIme7a477yfjltFuRVfLR,https://api.spotify.com/v1/audio-analysis/4WIme7a477yfjltFuRVfLR,182920.0,4.0,"['canadian folk', 'canadian pop', 'electropop', 'indie poptimism']",56.0,0.0
Little Mix,Holiday,0.712,0.676,5.0,-5.965,1.0,0.184,0.076,0.0,0.0669,0.648,106.156,audio_features,44gz3bzhdcGUFgA5oc1wSu,spotify:track:44gz3bzhdcGUFgA5oc1wSu,https://api.spotify.com/v1/tracks/44gz3bzhdcGUFgA5oc1wSu,https://api.spotify.com/v1/audio-analysis/44gz3bzhdcGUFgA5oc1wSu,213597.0,4.0,"['dance pop', 'girl group', 'pop', 'post-teen pop', 'talent show', 'uk pop']",84.0,0.0
Gryffin,Cry (with John Martin),0.458,0.802,1.0,-3.914,1.0,0.0416,0.0155,0.0,0.0706,0.51,145.135,audio_features,1TF8rXy87zrnpBlS9TLykA,spotify:track:1TF8rXy87zrnpBlS9TLykA,https://api.spotify.com/v1/tracks/1TF8rXy87zrnpBlS9TLykA,https://api.spotify.com/v1/audio-analysis/1TF8rXy87zrnpBlS9TLykA,218402.0,4.0,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",60.0,0.0
Lastlings,No Time - RÜFÜS DU SOL Remix,0.596,0.904,4.0,-6.957,0.0,0.0333,0.000428,0.395,0.0585,0.0389,121.991,audio_features,58uzqCHZXomuURFyGn2Jmx,spotify:track:58uzqCHZXomuURFyGn2Jmx,https://api.spotify.com/v1/tracks/58uzqCHZXomuURFyGn2Jmx,https://api.spotify.com/v1/audio-analysis/58uzqCHZXomuURFyGn2Jmx,398969.0,4.0,"['alternative dance', 'vapor soul']",47.0,0.0
DaBaby,BLIND (feat. Young Thug),0.709,0.679,11.0,-6.503,0.0,0.346,0.0115,0.0,0.0971,0.754,162.973,audio_features,2T5NBwKRySiCR78vVk08vr,spotify:track:2T5NBwKRySiCR78vVk08vr,https://api.spotify.com/v1/tracks/2T5NBwKRySiCR78vVk08vr,https://api.spotify.com/v1/audio-analysis/2T5NBwKRySiCR78vVk08vr,153467.0,4.0,"['north carolina hip hop', 'rap']",68.0,0.0
Classified,Pick Your Poison,0.65,0.726,10.0,-6.91,0.0,0.237,0.559,1.71e-06,0.103,0.612,82.974,audio_features,47T91W1kN4IJ6AyTobyTGP,spotify:track:47T91W1kN4IJ6AyTobyTGP,https://api.spotify.com/v1/tracks/47T91W1kN4IJ6AyTobyTGP,https://api.spotify.com/v1/audio-analysis/47T91W1kN4IJ6AyTobyTGP,203685.0,4.0,"['atlantic canada hip hop', 'canadian hip hop', 'canadian old school hip hop', 'indie pop rap', 'pop rap', 'underground rap']",53.0,0.0
GASHI,Mama (feat. Sting),0.748,0.822,10.0,-5.611,0.0,0.0428,0.0654,7.92e-06,0.2,0.864,112.951,audio_features,4VNtWSKDhvc2x99NiM5kbj,spotify:track:4VNtWSKDhvc2x99NiM5kbj,https://api.spotify.com/v1/tracks/4VNtWSKDhvc2x99NiM5kbj,https://api.spotify.com/v1/audio-analysis/4VNtWSKDhvc2x99NiM5kbj,196736.0,4.0,"['pop rap', 'trap soul']",53.0,0.0
Linkin Park,Frgt/10 (Alchemist Reanimation) [feat. Chali 2na],0.631,0.736,7.0,-6.96,0.0,0.0682,0.0336,0.0124,0.3,0.645,95.091,audio_features,74vx4esXPmbR3TFhqpOtyc,spotify:track:74vx4esXPmbR3TFhqpOtyc,https://api.spotify.com/v1/tracks/74vx4esXPmbR3TFhqpOtyc,https://api.spotify.com/v1/audio-analysis/74vx4esXPmbR3TFhqpOtyc,212293.0,4.0,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal']",40.0,0.0
Miley Cyrus,Midnight Sky,0.705,0.814,4.0,-5.466,0.0,0.0346,0.00115,0.00312,0.203,0.259,110.0,audio_features,27ycaQnQAxaPiyeg3nr2aB,spotify:track:27ycaQnQAxaPiyeg3nr2aB,https://api.spotify.com/v1/tracks/27ycaQnQAxaPiyeg3nr2aB,https://api.spotify.com/v1/audio-analysis/27ycaQnQAxaPiyeg3nr2aB,223279.0,4.0,"['dance pop', 'pop', 'post-teen pop']",76.0,0.0
Tiësto,Coffee (Give Me Something),0.588,0.8,0.0,-7.875,0.0,0.0377,0.00782,0.000819,0.289,0.263,124.001,audio_features,4DBLAy03Xk88LOVtrOQ1RD,spotify:track:4DBLAy03Xk88LOVtrOQ1RD,https://api.spotify.com/v1/tracks/4DBLAy03Xk88LOVtrOQ1RD,https://api.spotify.com/v1/audio-analysis/4DBLAy03Xk88LOVtrOQ1RD,189677.0,4.0,"['big room', 'brostep', 'dance pop', 'dutch edm', 'edm', 'house', 'pop', 'pop dance', 'slap house', 'trance', 'tropical house']",61.0,0.0
